"Frame","ROI0","ROI1","ROI2","ROI3","ROI4","ROI5","ROI6","ROI7","ROI8","ROI9","ROI10","ROI11","ROI12","ROI13","ROI14","ROI15","ROI16","ROI17","ROI18","ROI19","ROI20","ROI21","ROI22","ROI23","ROI24","ROI25","ROI26","ROI27","ROI28","ROI29"
456,64.463,67.963,65.233,77.891,51.238,77.731,42.617,49.864,52.529,39.517,55.042,44.213,60.514,47.235,25.274,44.812,40.547,32.293,45.147,71.865,51.639,55.111,40.888,52.364,40.688,31.139,51.311,38.985,49.759,46.875
457,57.1,58.025,68.433,72.422,42.619,88.942,43.133,56.864,54.353,41.034,59.25,47.453,68.162,95.51,32.262,38.708,50.578,33.061,35.706,60.269,59.721,57.986,43.062,47.295,59.458,33.333,53.098,42.926,48.345,38.292
458,49.588,55.85,60.7,59.562,56.905,70.038,38.367,48.909,71.059,35.697,65.896,43.04,61.189,78,31.214,45.479,45.734,34.622,66.5,61.231,60.902,49.583,38.75,45.773,74.521,32.556,54.525,44.426,44.362,47.389
459,48.475,49.575,56.933,53.672,52.857,76.596,50.117,57.318,46.529,35.742,59.26,58.373,60.405,56.922,28.202,42.938,44.781,35.049,81.029,54.846,57.131,52,40.25,34.568,70.292,32.222,64.787,42.191,51.431,47.819
460,79.262,49.763,53.167,47.797,76.524,87.673,70.55,41.341,52.824,35.326,78.865,46.933,58.324,54.392,29.071,38.771,41.797,35.061,70.735,62.635,60.279,48.389,42.825,34.545,54.125,40.806,48.262,49.044,55.638,43.972
461,77.637,43.475,67.517,47.625,63.19,72.808,98.233,58.295,59.029,35.618,86.052,48.84,57.027,53.039,28.274,42.812,45.047,33.988,62.176,74.115,55.213,54.236,47.125,33.864,57.812,36.25,60.41,48.618,56.483,44.278
462,66.512,50.775,56.2,47.062,62.714,77.115,96.383,52.341,46.353,36.27,83.646,49.84,54.324,50.118,27.274,44.396,44.562,34.037,44.353,73.558,50.574,54.583,38.888,35.659,57.271,36.611,60.869,43.838,52.931,42.778
463,64.7,38.8,76.083,47.484,71.524,90.462,77.533,58.614,44.735,38.528,73.615,48.6,61,47.137,33.869,43.229,42.5,34.207,40.618,77.327,59.852,46.5,40.05,46.818,40.354,36.25,51.557,48.603,52.534,44.639
464,62.775,43.825,77.933,42.562,58.952,87.077,68.167,58.636,51.441,30.573,66.385,45.867,59.216,43.431,28.655,40.812,34.047,31.756,38.529,69.481,68.967,55.819,45.275,67.841,46.417,31.361,61.656,39.721,54.172,44.458
465,50.35,37.612,69.933,43.391,60,91.327,59.2,55.091,50.529,30.798,60.76,49.8,63.865,45.882,28.179,46,48.578,36.78,35.971,67.462,83.508,50.417,47.525,62.091,42.938,35.333,61.721,43.118,55.741,46.806
466,43.95,41.675,65.817,50.812,77.333,89.712,46.867,54.977,52.824,37.213,56.875,44.947,57.865,45.549,33.44,48.042,40.609,35.476,34.824,63.558,100.443,53.819,42.525,55.045,67.542,30.472,61.131,39.103,51.362,47.903
467,40.662,42.737,56.667,42.672,91.476,79.75,47.45,51.227,47.235,36.618,53.719,49.893,60.595,48.667,30.583,45.417,44.047,38.171,35.735,71.269,82.082,53.778,41.2,58.727,60.583,36.667,66.377,42.544,47.207,46.625
468,44.2,41.062,53.7,51.359,96,86.808,46.733,57.864,59.088,37.719,62.177,45.387,60.378,71.686,30.357,40.375,44.281,35.768,36.676,60.827,71.787,53.194,61.75,52.045,57.271,39.417,64.803,45.294,63,43.75
469,40.412,61.112,62.983,43.109,115.857,84.635,43.65,55.455,56.706,31.292,59.333,41.667,61.459,96.863,32.5,42.812,44.859,33.098,62.618,62.577,61.082,54.292,80.363,47.659,71.729,32.444,53.164,45.118,54.897,47.694
470,38.612,59.963,56.75,46.625,128.19,80.923,42.867,56.705,39.529,32.393,67.25,48.52,57.459,67.49,27.44,47.062,47.547,40.244,62.471,73.173,54.508,55.944,72.075,40.205,66.771,36.222,46.918,45.985,58.052,44.764
471,35.088,64.125,59.6,44.328,107.095,80.712,40.033,48.909,53.324,34.921,62.625,51.373,60.027,57.255,28.19,43.333,45.984,42.293,60.147,71.173,58.656,68.833,64.925,36.341,56.771,34.472,51.672,41.647,54.31,43.653
472,48.688,50.825,57.383,48.938,104.429,68.654,44.083,53.159,46.206,31.427,63.646,41.827,72.838,51.059,27.833,69.104,43.766,34.768,47.618,80.058,56.066,58.264,60.588,42.477,55.292,31.972,49.557,48.279,50.707,42.986
473,78.6,64.1,55.617,46.703,122.143,85.154,36.717,55.932,52.118,35.303,61.792,51.24,72.784,46.647,29.167,72.958,47.609,36.195,45.647,85.788,56.902,55.111,54.862,38.341,65.875,36.694,42.787,48.132,50.914,40.278
474,73.3,60.525,54.6,45.609,115.714,75.615,39.017,49.818,57.412,37.337,59.302,39.84,66.595,52.804,26.56,62.854,42.422,43.159,37.824,90.212,54.459,55.5,46.588,35.114,52.417,34.806,55.23,41.735,48,49.292
475,62.713,59.95,71.1,50.188,98,81.558,40.033,53.795,54.059,38.056,55.74,47.373,66.243,45.451,25.226,61.792,44.016,40.817,34.353,76.712,53.705,58.194,48.625,33.545,49.354,34.111,68.115,44.221,54.155,40.111
476,48.875,67.787,74.45,42.797,85.476,95.885,33.067,52.386,54.088,33.303,60.635,49.4,58,50.882,31.226,53.521,44.125,39.646,35.176,73.269,59.213,50.347,44.125,28.5,51.938,37.778,63.541,43.985,51.517,47.403
477,46.7,57.662,69.983,49.875,78.619,101.962,47.733,56.523,45.206,37.719,60.052,90.373,67.189,54.098,26.31,46.625,42.625,34.488,33,72.404,65.607,54.208,41.375,32.409,46.625,40.583,58.967,45.059,54.241,45.403
478,46.875,54.025,67.117,39.172,83.619,95.327,34.9,54.159,51.971,33.461,62.292,79.773,60.784,46.373,31.381,40.458,70.812,35.463,70.382,57.846,70.738,60.208,43.125,29.977,46.229,39.139,60.541,42.382,48.172,47.889
479,41.138,62.6,66.767,42.859,99.333,103.423,38.417,58.568,47.765,34.764,53.448,69.227,63.892,46.961,33.405,43.938,82.625,39.72,67.265,76.019,53.869,48.917,39.975,36,37.479,37.778,64.475,44.676,45.069,48.181
480,34.725,67.475,58.2,42.766,103.81,79.692,39.633,58.977,46.618,33.326,56.031,53.88,65.865,47.686,32.952,43.042,69.016,53.976,58.235,85.923,55.656,52.833,42.062,32.864,37.562,35.667,53.508,39.485,45.034,46.944
481,42.763,54.537,55.617,65.562,86.619,85.288,37.967,58.045,45.412,49.618,60.188,52.56,65.135,46.941,33.19,61.396,63.578,62.415,49,79.769,69.344,52.611,42.412,25.773,42.917,36.278,50.82,42.809,49.741,43.292
482,38.9,51.862,61.517,67.734,98.381,90.173,38.367,55.5,45.206,43.213,58.906,48.027,60.973,45.118,32.321,75,57.375,55.366,39.353,82.654,77.377,54.556,38.287,26.477,66.292,38.639,50.393,44.632,49.655,45.361
483,36.188,63.662,53.667,64.797,98.381,75.962,43.467,59.318,47.706,49.539,58.042,47.827,66.838,44.529,29.286,52.271,66.828,59.854,38.382,63.75,83.754,52.736,40.275,27.205,62.333,35.972,49.016,41.779,57.224,46.764
484,36.237,71.162,71.033,72.844,82.762,78.135,33.333,61.295,49.647,48.303,61.542,46.92,60.27,55.961,29.44,53.354,72.516,52.146,31.706,64.269,80.672,56.319,52.388,27.318,67.625,31.444,51.689,39.397,57.845,42.694
485,36.487,63.9,56.1,66.234,94.143,78.096,41.317,57.909,55.441,47.899,59.927,44.88,68,41.275,29.821,43.125,69.219,51.378,39.059,59.885,70,55.014,75.387,28.409,48.917,37.028,49.934,39.368,61.086,45.125
486,35.737,74.275,58.4,65.266,92.857,72.75,40.05,53.932,47.353,47.135,59.271,46.507,67.486,47.98,31.738,48.521,59.422,55.841,37.235,65.788,63.475,53.125,75.912,33.205,48.875,38.333,55,39.588,56.983,41.042
487,37.138,65.812,60.817,56.969,104.524,85.577,33.583,53.75,42.088,46.157,62.323,50.787,60.108,44.255,26.964,49.396,54.75,49.768,31.324,57.096,70.262,54.292,67.562,33.977,45.354,28.528,53.246,45.294,65.276,44.611
488,32.475,56.9,56.367,51.469,91.238,70.923,35.083,72.432,57.529,44.742,63.625,46.133,61.73,47.784,28.048,45.854,50.422,42.28,73.118,59.462,62.328,56.833,64.25,40.227,45.708,31.389,50.279,45.559,51.741,43.792
489,35.1,50.963,58.15,48.547,90.857,78.692,39.267,78.75,49.647,48.753,61.031,44.48,57.324,52.137,25.095,49.792,49.344,42.28,75.971,60.25,59.082,58.708,62.062,54.591,35.917,30.694,47.787,42.324,54.586,46.222
490,39.838,47.562,81.967,53.578,101.524,93.596,39.667,65.273,59.059,48.09,55.531,48.16,69.703,46.569,28.869,41.958,46.484,48,62.324,61.942,61.246,55.833,55.675,53.045,53.833,33.556,56.115,40.471,55.414,43.431
491,34.575,39.562,83.367,48.047,87.905,108.365,38.633,62.25,50.941,42.292,59.792,47.813,81.459,40.902,28.726,37.625,44.672,67.585,50.971,69.577,63.148,53.556,47.838,54.136,60.646,39.667,50.803,48.044,54.207,49.861
492,32.338,39.438,88.283,50.719,88.19,101,41.517,60.682,57.029,38.483,58.844,47.227,82.27,43.882,28.286,41.312,42.609,66.012,54.206,68.885,60.754,55.111,47.513,65,50,28.278,48.475,36.868,52.052,42.556
493,34.075,48.725,65.467,50.125,68.476,92.635,45.333,69.114,52.441,38.472,62.479,44.893,79.838,41.961,25.845,37.979,45.484,50.488,49.618,69.462,62.934,54.389,45.05,58.886,51.833,33.944,52.967,38.544,46.586,44.569
494,32.862,41.287,66.217,47.188,63,88.538,41.05,60.909,48.206,34.618,58.573,42.907,82.108,41.549,25.095,39.979,46.328,48.512,73.647,80.038,61.934,53.819,46.938,50.318,45.125,32.167,50.213,40.368,51.724,44.222
495,36.088,67.062,52.667,52.328,72.857,88.981,47.817,64.432,43.176,34.674,58.688,46.147,74.486,47.039,31.655,40.083,42.281,40.829,67.441,63.962,55.016,51.097,43.075,35.114,42.792,34.222,56.738,40.103,55.672,43.097
496,32.862,58.65,61.2,42.297,98.238,79.077,44.617,55.295,47.618,30.73,84,53.133,74.216,47.725,30.762,43.812,55.828,40.78,58.647,64.462,73.049,52.486,38.888,37.295,40.583,34.444,47.311,44.809,50.328,48.403
497,31.263,53.138,61.267,43.766,84.143,79.769,33.65,50.409,51.647,33.461,94.458,50.267,61.189,56.196,27.679,58.792,72.516,37.866,49.529,75.788,65.164,59.042,41.35,33.568,47.521,33,48.443,39.324,52.793,49.597
498,33.925,49.438,70.883,46.391,59.429,82.096,39.233,57.114,45.647,32.404,81.719,43.4,115.757,43.333,26.274,67.5,72.094,37.524,49.853,75.904,67.59,53.417,42.112,36.727,49.104,38.056,54.213,42.265,56.034,46.931
499,70.912,43.3,59.733,48.859,64.81,77.442,42.15,68.386,44.882,33.045,72.698,48.48,134,45.196,30.31,79.354,58.5,32.659,49.147,64.058,55.115,53.417,42.3,48.455,42.062,32.611,50.525,37.206,54,44.944
500,68.262,46.825,56.417,45.25,67.571,81.519,49.817,84.455,44.118,32.888,65.51,48.387,116.027,55.157,27.786,57.167,58.781,38.524,44.412,59.769,54.508,61.486,37.438,55.295,56.396,31.417,54.246,41.735,47,38.542
501,61.75,43.537,59.15,54.922,72.381,77.269,51.117,100.773,52.029,31.348,68.396,49.08,103.432,47.157,27.512,54.312,48.406,39.354,35.912,58.385,60.18,56.986,47.088,39.341,60.396,35.528,48.934,38.529,45.586,47.167
502,56.037,41.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.519,0,0,0,0,0,0,0,0,0,0
